Cod Partener,Beneficiar,categorie_contaminata,expunere_mil_lei,contragarantii,scor_serv_datorie,are_restante_peste_30_zile,total_incidente,total_incidente_majore,Este_in_interdictie,A_fost_interdictie,scor_serv_prel,mean_encode_categ_contaminata_1Y,prob_1Y_CRC,prob_1Y_no_crc,prob_1Y,stage,data_raport
28183552,FOOD LAND GALACTIC SRL,standard,1.2,0,0.5,0,98,92,0,0,0.5,0.923187279574391,0.02172890852374192,0.03452343478511244,0.02172890852374192,1,2021-10-31
28222902,DISPOMEDFARM SRL,standard,0.5606506,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.0191449647544173,0.02533127546483655,0.0191449647544173,1,2021-10-31
28275745,ELIFWOOD SRL,insolventa,0.07165283,0,0,1,3,1,0,1,0,0.0289517205650865,0.39212158472151437,0.09841496078411761,0.39212158472151437,3,2021-10-31
28306078,NIKI SPEED TRANSPORT SRL,standard,0.1691715,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891630515788644,0.020929791422509256,0.01891630515788644,1,2021-10-31
28307766,DRUGS4ALL SRL,standard,0.20066667000000002,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018934601719361403,0.021254317764704912,0.018934601719361403,1,2021-10-31
28315173,KLASSZ MARKET SRL,standard,0.15232611,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018906526244990424,0.020758211960280278,0.018906526244990424,1,2021-10-31
28354768,NEY ELECTRO DISTRIBUTION SRL,instiintare_neplata,0.09155407,0,0,1,0,0,0,0,0,0.0478609998605216,0.3870443349180033,0.0961689258150216,0.3870443349180033,2,2021-10-31
28366290,BOMAR EUROFOR SRL,standard,0.11195046,0,0.26947490284854697,1,0,0,0,0,0.26947490284854697,0.923187279574391,0.06074828139477076,0.020352549541473947,0.06074828139477076,2,2021-10-31
28391740,LUMILUX STAR SRL,standard,0.27428569,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018977437109465305,0.022032207243434014,0.018977437109465305,1,2021-10-31
28436132,BUCOVPLAST SRL,instiintare_neplata,0.20693656,0,0.13161813071817258,1,16,13,0,0,0.13161813071817258,0.0478609998605216,0.24409758390439792,0.10129176832383276,0.24409758390439792,2,2021-10-31
28472429,TEFAGER AGRO SRL,standard,0.03644708,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.018860006721140563,0.01961468087103099,0.018860006721140563,1,2021-10-31
28472828,BIF TRANS MARISEL S.R.L.,standard,0.24,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01895747609443545,0.02166652722762534,0.01895747609443545,1,2021-10-31
28477337,TOP METROLOGY SRL,standard,0.60175823,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019169132030745464,0.025842750742285998,0.019169132030745464,1,2021-10-31
28544231,ABCDD CEREAL TRADING SRL,standard,1.0624,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01944199820951089,0.03230627159915509,0.01944199820951089,1,2021-10-31
28554014,MB MODELS SRL,standard,5.5881904,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.022333442148040564,0.24213520788183776,0.022333442148040564,1,2021-10-31
28565064,OTILIA`S TEXTILE WORKS SRL,insolventa,0.03234206,0,0,1,2,1,0,0,0,0.0289517205650865,0.3915628563112495,0.09668788648657771,0.3915628563112495,3,2021-10-31
28648615,OVI GYM MOTO SRL,standard,0.044592940000000005,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01884410323459582,0.019693008863675678,0.01884410323459582,1,2021-10-31
28751024,STEEL PREST EXPRES SRL,standard,0.8,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019286099412697957,0.028453778745727177,0.019286099412697957,1,2021-10-31
28841135,EURO NEW GARDEN SRL,standard,0.034285699999999995,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018838141594590522,0.01959394903353972,0.018838141594590522,1,2021-10-31
28909109,JAR TERMOGAZ SRL,standard,0.16,0,0.5,0,1,0,0,0,0.5,0.923187279574391,0.018931672374814176,0.020836203301156736,0.018931672374814176,1,2021-10-31
28925678,ALPHAMIR SPED CONSULTING SRL,instiintare_neplata,0.12081992999999999,0,0.4413801786406448,1,35,27,0,0,0.4413801786406448,0.0478609998605216,0.06062204039994968,0.09744594762486182,0.06062204039994968,2,2021-10-31
28931033,SMART BALANCE TECHNOLOGY SRL (fosta PROVIDER ANUNTURI),cerere_plata,0.6259427399999999,0,0.09316677279496709,1,5,2,0,0,0.09316677279496709,0,0.2931424838261325,0.1319331426151355,0.2931424838261325,3,2021-10-31
28983644,SMART FOX CONCEPT SRL,standard,0.0024293,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019290863756215998,0.019290863756215998,1,2021-10-31
29073140,COMBOTEH SRL,standard,0.6759037,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019212797985821675,0.02679082662881907,0.019212797985821675,1,2021-10-31
29076309,PREDA VALENTINA MIHAELA PFA,standard,0.01959116,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019453568041205092,0.019453568041205092,1,2021-10-31
29108656,MIRAJ PIZZA SRL,insolventa,0.1412476,0,0,1,1,0,0,0,0,0.0289517205650865,0.3921092225742851,0.1015399888311232,0.3921092225742851,3,2021-10-31
29141148,NOTIRWOOD SRL,standard,0.12,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018887774507216452,0.02043280052824833,0.018887774507216452,1,2021-10-31
29165198,WEST SPED TRANSCOM SRL,standard,0.73788099,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019249372637148703,0.027609191464517024,0.019249372637148703,1,2021-10-31
29202105,BOTOND INSTAL EXPERT SRL,standard,0.026379689999999997,0,0.38472652946151675,1,1,1,0,0,0.38472652946151675,0.923187279574391,0.034030025263240976,0.0195182978056933,0.034030025263240976,2,2021-10-31
29205349,CITY DENT PRACTICE SRL,standard,0.14567668,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018902667551052865,0.020690863539868185,0.018902667551052865,1,2021-10-31
29272941,NOVA FOOD DISTRIBUTION SRL,standard,0.01653707,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019424515451782146,0.019424515451782146,1,2021-10-31
29338990,NEPTUN SERVICE MACARALE SRL,standard,0.02404432,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018832219879747487,0.019496005879816185,0.018832219879747487,1,2021-10-31
29339022,Banari Trans SRL,standard,0.593868,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019164491026779418,0.025743804241146428,0.019164491026779418,1,2021-10-31
29393781,MULLER TRANSPORT SRL,standard,0.00737821,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019337644896261406,0.019337644896261406,1,2021-10-31
29414434,NEW TECH CORPORATION SRL,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
29424535,PEJ COMPANY SRL,standard,0.06377849,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01885520495898537,0.01987870402711476,0.01885520495898537,1,2021-10-31
29486341,Termotel SRL,standard,0.11294117,0,0.44269323785464126,0,4,3,0,0,0.5,0.923187279574391,0.018966466110581306,0.02036240987989603,0.018966466110581306,1,2021-10-31
29537496,PAULISTA IMPEX SRL,standard,0.023884779999999998,0,0.15,1,8,8,0,0,0.15,0.923187279574391,0.10870913133368042,0.019494483925446563,0.10870913133368042,2,2021-10-31
29554004,ANK FOOD MARIS SRL,standard,0.16,0,0.5,0,3,1,0,0,0.5,0.923187279574391,0.018973122961601575,0.020836203301156736,0.018973122961601575,1,2021-10-31
29680240,ALY CONSTRUCTION ACORD SRL,insolventa,0.00941717,0,NA,NA,0,0,0,0,NA,0.0289517205650865,NA,0.09569324458197702,0.09569324458197702,3,2021-10-31
29688596,BLACK FRITZ SRL,standard,0.0635425,0,0.25,0,0,0,0,0,0.5,0.923187279574391,0.018855068364340664,0.019876409513805392,0.018855068364340664,1,2021-10-31
29734536,TIMCOSART SRL,standard,0.44,0,0.3400107133258228,1,1,1,0,0,0.3400107133258228,0.923187279574391,0.04319657885934188,0.023886397110339967,0.04319657885934188,2,2021-10-31
29761468,TOTAL COMISIONARY SERVICES SRL,standard,0.0061125,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019325669797957433,0.019325669797957433,1,2021-10-31
29767720,XTRU SYSTEMS SRL,standard,0.5652174,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01914764811158067,0.025387606745062078,0.01914764811158067,1,2021-10-31
29805270,ROAD CONSTRUCT INDUSTRY SRL,standard,0.2948,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018989390326811184,0.02225388376256797,0.018989390326811184,1,2021-10-31
29821616,ART PROIECT CONSULT SRL,standard,0.1248,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018890557738823047,0.020480802160827302,0.018890557738823047,1,2021-10-31
29844490,SPIDROM GLASS SRL,standard,0.4,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019050804055377162,0.023425353346832968,0.019050804055377162,1,2021-10-31
29858020,NOVONIR GRUP SRL,standard,0.790781,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019280644502781365,0.02832686784489554,0.019280644502781365,1,2021-10-31
29890071,CMD PROFESSIONAL CONCEPT SRL,standard,1.52,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019716830907413215,0.040260774798516585,0.019716830907413215,1,2021-10-31
29915672,VALPREST PARCHET SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
29936640,PERFECT CARE DISTRIBUTION SRL,standard,3.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.02075885407566141,0.0884377123447124,0.02075885407566141,1,2021-10-31
29945606,RIVERO ALPIN SRL,standard,1.33664033,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019606251680322293,0.036869949578793665,0.019606251680322293,1,2021-10-31
29972503,SELIDA GAS SRL,standard,0.01194734,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019380934770336287,0.019380934770336287,1,2021-10-31
30056330,ALA EXPERT CONSTRUCT SRL,standard,1.53,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01972287917747614,0.040454054255176716,0.01972287917747614,1,2021-10-31
30081791,CRIDENS TOP SRL,standard,0.15854428,126835.496,0.15,1,0,0,0,0,0.15,0.923187279574391,0.10825417812959835,0.0208213865068146,0.10825417812959835,2,2021-10-31
30087697,GLOBAL TECH SERVICES SRL,standard,0.08,0,0.5,0,2,0,0,0,0.5,0.923187279574391,0.01890590310073501,0.020037048079322033,0.01890590310073501,1,2021-10-31
30123137,JAXX GARAGE SRL,standard,0.05103139,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018847828130748333,0.019755135743702367,0.018847828130748333,1,2021-10-31
30222165,TELEKOM GROUP TECHNOLOGY SRL,standard,0.5,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01910936266269473,0.024594602302092892,0.01910936266269473,1,2021-10-31
30224751,ALIVIC DISTRIBUTION SRL,standard,0.24,0,0.5,0,13,13,0,0,0.5,0.923187279574391,0.0192288628078536,0.02166652722762534,0.0192288628078536,1,2021-10-31
30231651,DEABIM JUNIOR SRL,standard,0.0244,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018832425508489646,0.019499399358667992,0.018832425508489646,1,2021-10-31
30245991,GRAINS & MORE SRL,standard,0.717724,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.01925851211319601,0.02734040257441215,0.01925851211319601,1,2021-10-31
30291947,MAGURA VERDE SRL,standard,0.19625946,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893204038472447,0.021208611347640315,0.01893204038472447,1,2021-10-31
30316375,FRANCISC FRA SRL,standard,0.8,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019286099412697957,0.028453778745727177,0.019286099412697957,1,2021-10-31
30339964,SMART CONSTRUCT AGENCY SRL,standard,0.25632064,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018966975347810357,0.021839851731544613,0.018966975347810357,1,2021-10-31
30410410,TOP GLOBAL SOLUTIONS SRL,insolventa,0.07055438,0,0,1,14,14,0,0,0,0.0289517205650865,0.3950398553086558,0.09836633057359348,0.3950398553086558,3,2021-10-31
30429048,ILMAT PRODCONSTRUCT SRL,insolventa,0.064,0,0.22563660102099667,1,2,2,0,0,0.22563660102099667,0.0289517205650865,0.16436080197111086,0.09807660202991263,0.16436080197111086,3,2021-10-31
30467831,PROENDO SRL,standard,0.011635709999999999,9308.576,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019377979239498102,0.019377979239498102,1,2021-10-31
30482602,LILA ROSSA ENGROS SRL,standard,2.44,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.020280948061826946,0.06226033576452778,0.020280948061826946,1,2021-10-31
30488389,PURE AQUAMIN SRL,standard,0.038,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018840289708120912,0.01962958966352126,0.018840289708120912,1,2021-10-31
30521914,EURO SMART CONCEPT SRL,standard,0.16,0,0.47388405713627463,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
30589758,BELDIMAN GEORGE VALENTIN SRL,instiintare_neplata,0.027457540000000003,0,0,1,2,0,0,0,0,0.0478609998605216,0.3870974525945538,0.0934241969799925,0.3870974525945538,2,2021-10-31
30594479,IDONIUM AGROENERGY SRL,standard,1.37498397,0,0,1,0,0,0,0,0,0.923187279574391,0.21721788342241083,0.03755552797757553,0.21721788342241083,2,2021-10-31
30631780,Oancea Constantin Razvan Intreprindere Individuala,standard,0.03824,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01884042851703202,0.019631894771588075,0.01884042851703202,1,2021-10-31
3067,TERRA AGRO INVEST SRL,insolventa,1.44734001,0,0,1,5,0,0,0,0,0.0289517205650865,0.4029637696293684,0.17822648531900534,0.4029637696293684,3,2021-10-31
30769503,"NAIRDA PARTENER SRL",standard,0.25815384,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018968042633758876,0.021859404719884134,0.018968042633758876,1,2021-10-31
30803133,SFINX CAMPER & CONVERSION SRL (fosta CAFELA FACTORY SRL),standard,0.034079059999999994,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018838022094286623,0.01959196807913602,0.018838022094286623,1,2021-10-31
30809870,PAPILONSTYLE SRL,insolventa,0.24234376000000002,0,0,1,0,0,0,0,0,0.0289517205650865,0.3925975913137856,0.106236225644818,0.3925975913137856,3,2021-10-31
30891534_1,PGS GLOBAL TRADING SRL,standard,0.72,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019238813530300082,0.02737062469001907,0.019238813530300082,1,2021-10-31
30917324,BAU STARK SRL,standard,2.209,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.020137836743055432,0.05585973610858593,0.020137836743055432,1,2021-10-31
30934163,REIEF NEFERO SRL,standard,0.8,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019286099412697957,0.028453778745727177,0.019286099412697957,1,2021-10-31
30946346,DASORN SOLUTION SRL,instiintare_neplata,0.01484092,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09289227447550084,0.09289227447550084,1,2021-10-31
30970581,AG STEEL BUILDING & CLADDING SRL,standard,1.6,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019765268001444975,0.04183209900090848,0.019765268001444975,1,2021-10-31
31018946,MATEI CONSTRUCT CONSTRUCTII SPECIALE SRL,standard,0.11573,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018885298928782813,0.02039019167131403,0.018885298928782813,1,2021-10-31
31042146,GEORGIA CATERING SRL,standard,0.0865781,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018868406301588224,0.02010161082064619,0.018868406301588224,1,2021-10-31
31085740,TERRA OYL GROUP SRL,standard,1.345832,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019611780428196092,0.03703319026461901,0.019611780428196092,1,2021-10-31
31122296,LUMEA CAFELEI SRL,standard,0.44,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01907420635318551,0.023886397110339967,0.01907420635318551,1,2021-10-31
31158311,TOBALIS DEB SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
31191296,CRAZY ICE SRL,standard,0.2,0,0.48321192263646773,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
31308338,GIO DECOR SRL,standard,0.14,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01889937395943548,0.02063353684970168,0.01889937395943548,1,2021-10-31
31384106,MREADY SOLUTIONS SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
31400880,DIVINE STUDIO SRL,standard,0.068,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018857648597929298,0.019919793324735886,0.018857648597929298,1,2021-10-31
31420535,NEK ALIN SRL-D,standard,0.00426162,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019308171393317128,0.019308171393317128,1,2021-10-31
31467511,URBANLED SRL,standard,0.7264,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019242592214458253,0.027455781902246,0.019242592214458253,1,2021-10-31
31469652,BOM GUSTO SRL,insolventa,0.13621992000000002,0,0,1,11,1,0,0,0,0.0289517205650865,0.3947317348068648,0.10131131159986091,0.3947317348068648,3,2021-10-31
31546968,COMPLEX PRELUCANA SRL,standard,0.00853884,6831.056,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019348632207815904,0.019348632207815904,1,2021-10-31
31570630,SERVICII MEDICALE MOLDCORN SRL,standard,0.0059102700000000005,3546.168,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019323757139079193,0.019323757139079193,1,2021-10-31
31570885,INTERCONTINENTAL FOOD TRADE SRL,instiintare_neplata,0.00793058,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09260208491935294,0.09260208491935294,1,2021-10-31
31584511,MATT ECOINVEST SRL,standard,0.44257641999999997,0,0.5,0,4,4,0,0,0.5,0.923187279574391,0.019159323945134844,0.023916394758633525,0.019159323945134844,1,2021-10-31
31649963,ECOLIGHT ELECTRIC SRL,standard,1.98,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019996940937535287,0.05012950603247419,0.019996940937535287,1,2021-10-31
31690415,CEREAL TET TRANS SRL,standard,1.8866666800000003,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.019961588334812142,0.04795748071467018,0.019961588334812142,1,2021-10-31
31704987,GRAM TRADITIONAL SRL,standard,0.052,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01884838857215851,0.019764498808114834,0.01884838857215851,1,2021-10-31
31815047,MECTRAT SRL,standard,0.06511356,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018855977736329337,0.0198916897015482,0.018855977736329337,1,2021-10-31
31833361,MINIVA MEDIA SRL,instiintare_neplata,0.028,0,0,1,0,0,0,0,0,0.0478609998605216,0.38657269264789046,0.09344712849054096,0.38657269264789046,2,2021-10-31
31861175,MULTIOPTIX SRL,standard,0.0687012,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018858054520599358,0.019926626380454962,0.018858054520599358,1,2021-10-31
31885689,TORUS PHARMA COMPANY SRL,standard,0.52,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019121095545567433,0.0248351884749874,0.019121095545567433,1,2021-10-31
32006540,ALMA SHORTSTOP SRL,instiintare_neplata,0.07940161999999999,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09564305891317439,0.09564305891317439,1,2021-10-31
32028948,RADIMAR AGROTRADING SRL,standard,1.44499999,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019671526772075468,0.03883913099328983,0.019671526772075468,1,2021-10-31
32052768,AGRIROAD IMPEX SRL,standard,0.42,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01906250168280819,0.02365477921988176,0.01906250168280819,1,2021-10-31
32160301,CARPENSUDOR SRL,standard,0.03232922,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018837010188301043,0.01957520110396139,0.018837010188301043,1,2021-10-31
3218,TWO C COMPANY SRL,cerere_plata,0.16435973,0,0,1,0,0,0,0,0,0,0.3988345284706171,0.1077116568201446,0.3988345284706171,3,2021-10-31
32183623,TOPALIS ENGINEERING SRL,standard,0.05911529,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01885250600692486,0.019833412141978493,0.01885250600692486,1,2021-10-31
32189146,ROPOT BOUTIQUE SRL,standard,0.05948465,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018852719770112342,0.01983699590494611,0.018852719770112342,1,2021-10-31
3219,TYRA CONSTRUCT 99 SRL,cerere_plata,0.12361941,0,0,1,0,0,0,0,0,0,0.39852894320608034,0.10577308906006022,0.39852894320608034,3,2021-10-31
32207595,SH MEDICAL SRL,standard,0.24,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01895747609443545,0.02166652722762534,0.01895747609443545,1,2021-10-31
32262034,PREFATIM CONSTRUCT SRL,standard,0.0827864,49061.0538,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018866210217761276,0.020064371205721885,0.018866210217761276,1,2021-10-31
32276030,EXCLUSIVE RS CARS SRL,standard,0.5,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01910936266269473,0.024594602302092892,0.01910936266269473,1,2021-10-31
32303096,LOUD MUSIC ENTERTAINMENT SRL,standard,0.4299909,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01906834781175009,0.02377020753972389,0.01906834781175009,1,2021-10-31
32334718_ok,NIZICOM INTERNATIONAL SRL,standard,0.4,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019050804055377162,0.023425353346832968,0.019050804055377162,1,2021-10-31
32350470,WOJCIK-RO SRL,standard,0.1,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018876182037166712,0.020233976751597535,0.018876182037166712,1,2021-10-31
32366868,ROMTURISTER NEW INVEST SRL,instiintare_neplata,0.00520138,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09248770058135926,0.09248770058135926,1,2021-10-31
32372215,CARSERV ROYAL SRL,standard,0.08,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018864596545251508,0.020037048079322033,0.018864596545251508,1,2021-10-31
32441293,EXTRAFISH SRL,standard,0.02508696,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018832822665872755,0.019505955159285684,0.018832822665872755,1,2021-10-31
32447547,PI PHARMA M&D SRL,standard,1.6,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019765268001444975,0.04183209900090848,0.019765268001444975,1,2021-10-31
32496353,ARCA RELAX SRL,instiintare_neplata,0.05824482,0,0,1,4,1,0,0,0,0.0478609998605216,0.3878551820787657,0.09473368455398769,0.3878551820787657,2,2021-10-31
32522703,DORAL CLEANING SRL,standard,0.0302832,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018835827073515797,0.019555613964821757,0.018835827073515797,1,2021-10-31
32549326,DAB AUTO EXPERT SRL,standard,0.01212152,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019382586903800004,0.019382586903800004,1,2021-10-31
32564164,MESOPOTAMIA SUD INVEST S.R.L.,standard,0.1653144,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891406563601725,0.02089038265664595,0.01891406563601725,1,2021-10-31
32584161,AGRICROPS CHIM SRL,standard,0.48,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019097636839056693,0.024356288550814047,0.019097636839056693,1,2021-10-31
32591525,TEHNO STEEL GROUP CONSTRUCT SRL,standard,0.2,0,0.4878836498888644,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
32600372,A.P.S. EXPERT SERVICE SRL,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
32689095,RENTAL DIVERS UTIL SRL,cerere_plata,0.07306504,0,0,1,54,36,0,0,0,0,0.4126580726959133,0.10341035844850503,0.4126580726959133,3,2021-10-31
32778370,EUROTZT SRL,standard,0.0275428,0,0.28204030368465827,1,2,2,0,0,0.28204030368465827,0.923187279574391,0.05706405141114149,0.019529409415902484,0.05706405141114149,2,2021-10-31
32778974,SILVABAN S.R.L.,standard,0.067078,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018857114867814315,0.019910812110020347,0.018857114867814315,1,2021-10-31
32836960,WASH MASTER SRL-D,instiintare_neplata,1.0915000000000001e-4,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.0922746177832358,0.0922746177832358,1,2021-10-31
32884258,EXPERT MESERIASUL SRL,standard,0.037397230000000004,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018839941088180098,0.019623801458122623,0.018839941088180098,1,2021-10-31
32893671,YTA EVENTS SRL-D,standard,0.00231846,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.01928981727723731,0.01928981727723731,1,2021-10-31
32937115,COSTOBOC SRL-D,standard,7.6624e-4,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019275168074055226,0.019275168074055226,1,2021-10-31
33017696,TULITU IONUT DORIAN INTREPRINDERE INDIVIDUALA,standard,0.57526101,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019153550826309304,0.02551192378339415,0.019153550826309304,1,2021-10-31
33041414,MACELARIE GEOSER SRL,standard,0.12219162,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018889045246081624,0.020454703792645322,0.018889045246081624,1,2021-10-31
33042223,KAMPOS GROUP TELECOM SRL,standard,0.3033218,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01899435795424509,0.022346609338798784,0.01899435795424509,1,2021-10-31
33156252,HOME DECO PARK SRL-D,standard,4.1582e-4,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019271862465947007,0.019271862465947007,1,2021-10-31
33222364,STEEL CARS IMPEX SRL,insolventa,0.036314980000000004,0,0,1,1,1,0,0,0,0.0289517205650865,0.39132693544717106,0.09686119530054071,0.39132693544717106,3,2021-10-31
33240310,ADAQUEST SRL,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
33316841,INGRASAMINTE OLTENIA SRL,insolventa,1.48185922,0,0.3832845660615913,1,12,1,0,0,0.3832845660615913,0.0289517205650865,0.08320912695366911,0.1807636121446635,0.08320912695366911,3,2021-10-31
33321201,MABO VISION SRL,standard,0.2,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.018954931157248497,0.021247397664048415,0.018954931157248497,1,2021-10-31
33330919,V&K TRADING GROUP SRL,standard,0.8,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.019286099412697957,0.028453778745727177,0.019286099412697957,1,2021-10-31
33363010,SIMAR CARGO SRL,standard,0.0752,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.018882456283942396,0.0199900652647666,0.018882456283942396,1,2021-10-31
33414017,RD OILS DISTRIBUTION SRL,standard,0.12,0,0.29584552723485485,1,2,1,0,0,0.29584552723485485,0.923187279574391,0.053427712368861874,0.02043280052824833,0.053427712368861874,2,2021-10-31
